comment,predicted_label
MASYAA ALLAH ALLAHUMMABARIK MISTER F GANTENG BGT BUSETTTT BISMILLAH HARQEEL 🔥👏,supportive sentiment
detik detik sebelum..,supportive sentiment
Pengen ikutan Kak😊👍🏼❤️,supportive sentiment
Bagus ji kenapa dihapus kodong,product-focused response
"Iya bener mak, padahalkan lagi nemu kata2 bagus aja..😂",relatable engagement
reflek putusin pacar,product-focused response
Dari awal INTM2 tetep dukung kak Jolly. Keren.,supportive sentiment
yoiii luv,pas
Kebanggaankuuh ❤❤❤❤❤,supportive sentiment
Keluarga @hananalihsan be like:,social virality
Jumat berkah papata ciduk buat beli bakso seger mau dong,product-focused response
Aamiinn❤️,passive engagement
Semangattt reyhann🔥,supportive sentiment
Rumputnya 11-12 sama Lapangan Tridaya kah bwang?😅,relatable engagement
Bisa juga dia jadi anak2 tampangnya msh cocok 😂 herannya kok bs jd emak2 betawi kolot jg cocok 😂,product-focused response
Hallooooooo banggg rezaaaaaa🔥🔥🔥,supportive sentiment
"Thank you min, sampai ketemu di acara nanti 🙏🏻✨",product-focused response
😍😍😍😍😍😍😍😍,spam or irrelevant
Yeayyyyy hope you had an amazing journey with our KONA Electric 🥰✅,supportive sentiment
ckp bat 😍,supportive sentiment
Uhhhhh keceh🔥,supportive sentiment
Yeay sudah beli tiket online streaming nya 😍,supportive sentiment
Oh my!! 😍❤️,supportive sentiment
Seru banget 😍,supportive sentiment
🔥🔥🔥🔥,spam or irrelevant
gemess bgt mellll masyaallah ❤️,relatable engagement
Emg puasa ngab?😂,relatable engagement
💓,spam or irrelevant
@s.ptyndp,spam or irrelevant
"Moh the more u are good, talented and shining, the more there are loopholes that make them not like you but who cares, the size is not that! because your quality is in yourself🫵",supportive sentiment
mas ravie😍,supportive sentiment
YA AMPUN BARU 4 MENIT LALU 😮,supportive sentiment
"omg fallin thru youuu, congrats girliee 💋",supportive sentiment
Suangaar luuurrr,pas
Kadev,spam or irrelevant
Must have😍 seamless bgtt yaa💗,supportive sentiment
"masyaallah lucunyaa, sehat sehat bumil dan adek 😍🩷🩷",supportive sentiment
"kakk keren bangettt, sukses selaluu🥺💖",supportive sentiment
@anggithari,spam or irrelevant
The real pembasmi clan kk☠️☠️,supportive sentiment
@_otsky9,spam or irrelevant
Congrats bang 👏👏,supportive sentiment
Happy birthday Kak Talulaa! Wishing you a wonderful year 😍🔥,supportive sentiment
Cakep bgt ibok masyaAllah😍,supportive sentiment
kalau kayak gini mereka udah bisa di bilang artis ga sih?,relatable engagement
prettyyy,spam or irrelevant
Gasabar nginep situu ❤️,supportive sentiment
cantikkkkk <3,pas
🥹🥹🥹🥹😍😍😍❤️❤️❤️ proud of you ma girls,supportive sentiment
Luwes amat bang 😂,relatable engagement
🙌,spam or irrelevant
🤍,spam or irrelevant
🔥,spam or irrelevant
Tutup nya jam brp yah?,product-focused response
kadev,spam or irrelevant
congrats!!! 👏,supportive sentiment
🤣🤣🤣,spam or irrelevant
Indah banget ya ampun 😍👏,supportive sentiment
😍 nobody,supportive sentiment
Minal aidzin wal faidzin yaa Kak Lisaaa 🙏🏻✨.,supportive sentiment
"bukan pinggir jurang lagi ini mah, masuk juraang😭",supportive sentiment
2,spam or irrelevant
Kira-kira ada rencana boxing gitu gak sih ustads sama yang nuduh2 iyu? Kalo ada mau beli tiketnya nih haha😂,product-focused response
',spam or irrelevant
congrats rahmattt yere! 🔥✨,supportive sentiment
:(,spam or irrelevant
Congrats & proud kak 😍,supportive sentiment
"meski terlambat, selamat atas pernikahan kalian🥺❤️",supportive sentiment
Lain kali coba trip ke Sumbar ya papa nos dan kluarga..ga klh keren lo,supportive sentiment
"Dari dulu kagum banget sama kak tasya, cantik,pinter , salam fans dari medan 😍",supportive sentiment
Yes 🙌🏽 Jen! Cheering 📣 you on all the way.,supportive sentiment
immediate bias,pas
"menurut KBBI, ko·mu·ni·tas (n) adalah kelompok organisme (orang dan sebagainya) yang hidup dan saling berinteraksi di dalam daerah tertentu; masyarakat; paguyuban;",product-focused response
"Kk...nama ayahnya siapa? Mirip bgt sama cucu nya d klrga haji bani,,duh lupa namanya",relatable engagement
Hade pisan,pas
🔥🔥🔥🔥,spam or irrelevant
biasa cewe aku emg cantik wae😢,relatable engagement
 yuuk bisa yuk 🤘💪,supportive sentiment
Join @missuniverse_id yukk nita,social virality
Kak tasnya spilll,product-focused response
Free Palestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,supportive sentiment
😍❤️,spam or irrelevant
Langsung saja selain cantik udah ngapain aja hari ini burok?,product-focused response
MasyaAllah🤗🤗🤗🤗,passive engagement
"❤️❤️ Makin kereeen bingits, tetep cantik sih ini 🔥🔥❤️❤️",supportive sentiment
"manteeepp keren, son ‼️",supportive sentiment
Kereeenn bgt 🔥,supportive sentiment
slide lima kak ravie mirip om om jepang kiri atas itu,relatable engagement
Sekiilas kamu mirip sekali dengan Marcella Zalianty,relatable engagement
Slide pertama mukanya nini bgt,supportive sentiment
I never expected it could be realll experience 😃,supportive sentiment
Mohon jangan berharap sama aku,relatable engagement
Iboookkkk oh ibookkkk😍😍😍,supportive sentiment
"Berat memang tekanannya. Latihan sama beratnya dengan yang lain, tapi tugasnya cuma membantu yang lain persiapan pertandingan. Sendirinya jangankan bertanding, partner pun tidak jelas. Keputusan yang wajar dan semoga tepat. Padahal yg sebaya nya putra,patra,teges,raymond,edgar,alfarizi,nicholaus ga ada yg spesial banget. Eh malah ketikung. Tolong dibenahi @badminton.ina",social virality
salaam 💪🏻 🔥🙌🏻🙌🏻,supportive sentiment
GONG🔥👏,supportive sentiment
🔥🔥🔥,spam or irrelevant
Sehat sehat ibok dan kavi❤️,supportive sentiment
Baby boy raisaaa,supportive sentiment
Lha Cocok 🔥,product-focused response
I LOVE YOU SHAZFA ADEK SAYANGKU CINTAKU MANISKU SHAZFA ADESYA ZAHRA,relatable engagement
Prnahsih😢,passive engagement
🔥,spam or irrelevant
Kamera nya bawaaan atau make gcam bang ?,product-focused response
Bargha mbokmu tantrum 😂,relatable engagement
Tout ke padang kapan bg?,product-focused response
nyari tiket mensrea jakarta,supportive sentiment
Keren🔥 turut bngga dr warga bangkalan🙌,supportive sentiment
BESTT MBAKK SUKSES SELALU❤️,supportive sentiment
Gokil sih,pas
nah gini kan adem banget mell liatnya kalo gaada anak lanang itu😂,product-focused response
halda disuruh acting malah jd diri sendiri,relatable engagement
APAAN BISA DR LIKE GTTT,supportive sentiment
🔥🔥🔥,spam or irrelevant
@ranranirahma raniii kmu mirrip diaaa😍😍😍,supportive sentiment
"Masya Allah, Tabarokallah🤲",supportive sentiment
Ketebalan yang mempengaruhi flow rate. Siap!! 🫡 @fugolcoffeeroasters,social virality
Winson mane anjeerr,supportive sentiment
Menyala coo🔥,supportive sentiment
😍😍😍,spam or irrelevant
#rahajengsemeng #astungkaramesari 🧚‍♀️🧚🧚‍♂️🦋🦋🦋,social virality
geboyyy slayyy,pas
#freepalestine🇵🇸,social virality
"Si uti udah cocok di ajak syuting sinetron ini,, bisa peran antagonis 😂",supportive sentiment
Masyaallah cantiknya jagoan FTV ku,supportive sentiment
NARUTO>BUAH DEMIT,pas
@feedades,spam or irrelevant
Semoga nular cantik nya teh 😍,supportive sentiment
hape apaan tuh 73 juta 😅,relatable engagement
Kak nando bagi wkwk aku otw bawa botol sndiri 🤣,relatable engagement
🔥🔥,spam or irrelevant
Sepertinya pose yg terakhir tidak diperlukan ngab🗿,relatable engagement
okay hottie,pas
itumah bukan pingsan bang tapi ngantuk berat😂,relatable engagement
Bang Rolan kapan ni keriau Bagan batunya nih🔥🔥🔥,supportive sentiment
❤️❤️❤️,spam or irrelevant
😢,spam or irrelevant
😍✨,spam or irrelevant
cari font monserrat dmna ya kok didafont gada,product-focused response
😍😍😍,spam or irrelevant
"Amin, terimakasih bang Atta sudah jadi berkat buat kami🙏🏽🤍",supportive sentiment
CANT WAITTTT 😍😍😍,supportive sentiment
Gg beut bwaangg,supportive sentiment
😍😍😍,spam or irrelevant
kapan2 minjem tagnya ya buat ngantor 😏,social virality
🔥🔥,spam or irrelevant
Lucuuu pinky pinky 😍,supportive sentiment
Jujurly dia sekilas mirip mantan gueeee 😭😭😭😭😭 bedanya dia bodynya perpect 😂😂,relatable engagement
Aaa❤️,passive engagement
Thank you for loving our products kak Safira💜,supportive sentiment
"zaampun awong paparon bgt, lebih paparon drpd paparon sendiri😭",relatable engagement
tiba tiba jadi orang' di douyin😢,supportive sentiment
ganteng bngt mo💋,supportive sentiment
Congrats mbaa dianandaa👍🏅💪,supportive sentiment
@mfadilahhh,spam or irrelevant
Jodoh siapa ini,supportive sentiment
🤣🤣🤣 Ngikik bgt pls,relatable engagement
@luckyboy.id 😂🔥,social virality
bener banget bang.. saya sebagai pekerja di Jepang malu melihat tingkah seperti itu,relatable engagement
Kerennn,spam or irrelevant
🔥🔥🔥cakeup bingiit,supportive sentiment
the face card 😧💥,supportive sentiment
😢😢🔥,spam or irrelevant
🤍🤍,spam or irrelevant
"Selamat berbahagia Fadil dan juga Istri, samawa brother! 🤲🏻",relatable engagement
#😍😍,spam or irrelevant
😍,spam or irrelevant
Itu terminal punya cakra khan. Minjem apa sewa,relatable engagement
Kalo kepanjangannya itu mah @koiyocabe ga bisa join dong 😢,social virality
"cepet bgt uda ga ada buncitnya, pengawas dietnya pasti MAHAL INI🙂🙏🏻🙏🏻🙏🏻",product-focused response
Dan maen XD lagi aja ci 😢,relatable engagement
Nangiss😭😭😭 apa rasanya deket eunil kak😭,relatable engagement
@yayasanduniamegabintang @ivan_gunawan,social virality
"Konsep dibalik painting ini wow, dan hasil paintingnya super wow",supportive sentiment
❤️,spam or irrelevant
"👏Bun.. udah sampe Pulau Wayang aja, saya yg di Lampung belum sampe sana.. kereenn😍😍",supportive sentiment
lucuuu.... Rey sama eca😍😍,supportive sentiment
toppp🔥,passive engagement
Kk bibirnyee udh cantik😭,spam or irrelevant
Kaaa mundur ckep bgt soalnya 🔥🔥❤️,supportive sentiment
panggil aku pelari kalcer,relatable engagement
tetep cantik mo di apain juga😍,supportive sentiment
🥹🤍,spam or irrelevant
BERTINDAKLAH.,spam or irrelevant
LOP 😍,supportive sentiment
"Dedek Rehan ? Mau ga dienakin ? Sini main ke apartemen Kaka yuk , ❤️❤️❤️❤️❤️",product-focused response
good luck mas bro... 😍🙏🙋,supportive sentiment
Congrats mat🔥👏,supportive sentiment
"MasyaAllah kakaknya cantik bgtt, ga kebanting jg photobooth-nya 😍😍😍😍",supportive sentiment
Minal aidin bang🙏,relatable engagement
Adain main bareng dong bang sama followers,product-focused response
"Samudra ku arungi gunung-gunung ku jejaki, tetap usahaku tidak direstui oleh semesta.. (apa yang terbaik menurut kita belum tentu baik menurut allah)",relatable engagement
Pake hitam makin keren mooo🔥🔥,supportive sentiment
seru bgt cii masih keren aja mainnya!! 🫡,supportive sentiment
😍,spam or irrelevant
Makin gahar aja pian @m.auliarhman 🔥🔥🔥,social virality
😍,spam or irrelevant
Hi kindly check ur dm ya,spam or irrelevant
UR TEETH >>,passive engagement
NAJIS BANGET YO 😂😂,relatable engagement
kak fel spill baju rok nya dong,product-focused response
Kutunggu ya kk vdeo mekap smbil naek kora2 nya👍,relatable engagement
"jago bgt, kenapa ga jadi atlit aja?",supportive sentiment
nice bor,pas
🔥🔥🔥🔥🔥,spam or irrelevant
"barusan banget nonton ini, dan rasanya masih sama kayak pas nonton trick room sebelum gusti berpulang. padahal udah nggak denial gusti udah ngga ada, tapi pas nonton ini rasanya lega, gusti masih ketawa, masih lucu. terimakasih maple ❤️",relatable engagement
🔥🔥🔥 proud of u diks 🙌,supportive sentiment
Assalamualaikum kak attahalilintar ... ijin yah kak ... bismillahirrahmanirrahim... Saya berniat ngelamar kerjaan apa aja insyaallah saya mau banget [...],relatable engagement
WKKWKKKW NANGIS GUE,relatable engagement
@1her_wanderlust omfg,pas
Selamatt Lisa-Fikri,pas
Kelas wkwk🔥🔥🔥,supportive sentiment
Lucuu😭,passive engagement
keep fighting Rayhan,supportive sentiment
Nangis banget pas dia hadir di GDA tadi malam 😭😭🤧,relatable engagement
:,spam or irrelevant
👏👏👏👏👏👏👏👏,spam or irrelevant
Rayhan dimana,pas
Menyala ibokkk😍,supportive sentiment
😂😂😂,spam or irrelevant
Best mama jen😍,supportive sentiment
🔥🔥,spam or irrelevant
Jadi ingat windows vista dan  memang keren seh 👍,supportive sentiment
Baru tau kalo ngelike harus dm terima kasih☺️🤏🏻,spam or irrelevant
Goodluck @robbyfrlian @yessyliaviolin 🙌🙌🇲🇨🇲🇨,social virality
@rofiq_official @ikbal.dolan,social virality
Rill jadi orang malang ini mah,relatable engagement
"Cakep banget, pusing.",supportive sentiment
Wah asik ini di bedengan gk sih,relatable engagement
LOVEBIRDSSS🤎,passive engagement
Padel dulu makan belakangan 😂,relatable engagement
🔥🔥🔥,spam or irrelevant
@intanatikaa__,spam or irrelevant
Ca kamu awet muda banget dah 🥲,relatable engagement
"Coba tips nya, main Capitan kagak pernah untung ilmunya buat saya aja anaknya udah berharap dapat malah zonk😂",relatable engagement
Omon2,spam or irrelevant
Lagi sakit gigi ped?,product-focused response
😢😢 aku sedihh,relatable engagement
bismillah ya❤️,supportive sentiment
(),spam or irrelevant
YAAAAHHH❤️❤️❤️,spam or irrelevant
Kadev,spam or irrelevant
Cameback pbsi ce,product-focused response
Selalu deep rilisan lagu lagu nyaa kaa @rizkyfbian 🙌,social virality
Masyaallah 😍,supportive sentiment
Mau komen biar gk digigit🔥,supportive sentiment
Wuttt pake kamera ya?,product-focused response
❤,spam or irrelevant
Pelukan mamah adalah obat😍. Penuh cinta,supportive sentiment
Terus kenapa dah,supportive sentiment
"Ibu panutan sekali, cantik pintar bersahaja. ❤️",supportive sentiment
sampe skrg belum berani nonton yang ada gusti nya takut malah nangis bukannya ketawa😔,relatable engagement
😍😍😍,spam or irrelevant
"pesona cowok tajir , mapan , keren, ganteng , baik, rajin, soleh, MASYA ALLAH TABARAKALLAH",supportive sentiment
Bangggg😍,supportive sentiment
Abang cakep beud ke AI,supportive sentiment
"MANDY!!! Life is just life, go on!🔥❤️",supportive sentiment
Congrtzz 💪,supportive sentiment
Sesakiy itukah bro?,product-focused response
bisa karena terbiasa🔥,supportive sentiment
Aw aw aw🔥🔥🔥,supportive sentiment
3,spam or irrelevant
🔥🔥🔥 amazing,supportive sentiment
Yes setuju. Tunggu 5 tahunan lagi lag pas sudah ditemukan teknologi baterai yang bisa meregenerasi dirinya sendiri jadi gak gampang drop BH nya 😂,relatable engagement
Kepeleset jegur. . . Sakitnya engga. . . Malu nya iya. . .,relatable engagement
Duh mana sama lagi. Gue angel kanan,relatable engagement
Tuan putri hati2 keseleo 😢,supportive sentiment
"Ci natyashinooong yang jauh jauh buang sampah tapi jadi belanja, aku penasaran mau coba garnier gel cleanser sama sunscreennya deeeh.. kali aja bisa glowing😂",relatable engagement
@bayfaeyza dimane ni lap😂,social virality
Cantiknyahhhh🔥,passive engagement
Semangat teruz manizzz🔥,supportive sentiment
❤️❤️❤️❤️❤️,spam or irrelevant
CANTIP BING BING IHH KESEL BANGETTTTTTTTTTT AKU KAPAN😭😭😭🧡🔥,supportive sentiment
kasian bang ej palanya dah muter git loh😭,relatable engagement
Chachaa 🥹😳,passive engagement
Bang spill settingan dong 😭😭 *cosplay jd warga konoha yang ahh sudahlah,product-focused response
"Congrats Anaaa, so proud!!! You ROCK!!! ❤❤❤⭐⭐⭐",supportive sentiment
moommmssss❤️❤️❤️🔥,passive engagement
Itu alergi namanya.,relatable engagement
