post_caption,predicted_label
"KOREA TINGGAL DI TAHUN 3000?!!!😱 #rowiekorea #beginilahrealitanya Iya, nggak salah baca guys. Saking majunya teknologi di sini, berasa hidup di masa depan! Kalo dulu cuma bisa nonton dan ngebayangin aja dilayanin sama robot, kamu bisa ngerasain langsung di cafe ini, lho. Nih, lokasinya ku spill di bawah 📍Ground Blue49 di Hi Insa-dong, Gwanhun-dong, Jongno-gu, Seoul #Koreatinggalditahun3000 #RobotCafe #SuperchargeKorea #kuliahdikorea",call-to-action
"Korea’s internet speed? GAK ADA LAWAN! 🇰🇷✨ #rowiekorea #beginilahrealitanya Bukan cuma buat scrolling TikTok tanpa loading, tapi juga jadi alasan kenapa Korea itu surganya e-sport dan digital culture! Kemarin aku mampir ke PC Bang di Seoul... dan wow, pengalaman nggak bisa terlupakan Kalau kamu ke Korea, mau cobain juga nggak? 📍Lol Park, Seoul #InternetSpeed #Esport #SuperchargeKorea #kuliahdikorea",call-to-action
Nyoba lagu dia @fajarnurdiansyah_ bagus banget ya!🥹✨ Song : Tahta Hatiku From : @fajarnurdiansyah_ #beranda #galau #berandainstagram #lagugalau #tahtahatiku #fajarnoor,personal storytelling
Lagi ngeliatin dia sama yang lain 🥀🙂‍↕️ Song : Diujung Jalan From : @inisierra_ #beranda #galau #berandainstagram #lagugalau #galaubrutal #coverlagu,personal storytelling
Masih ada yang relate ?🥀 Song : Diujung jalan From : @inisierra_ #beranda #galau #berandainstagram #lagugalau #galaubrutal #coverlagu #diujungjalan,personal storytelling
Terlalu candu tapi sakit si !🥀 Song : Diujung jalan From : @inisierra_ #beranda #galau #berandainstagram #lagugalau #galaubrutal #coverlagu #diujungjalan #inisierra #sierra,personal storytelling
Fashion metal nyanyi lagu metal ❎ Fashion metal nyanyi lagu pop galau ✅ Song : Bertahan untukmu From : Aulia Rahman #beranda #galau #berandainstagram #lagugalau #galaubrutal #coverlagu #bertahanuntukmu,personal storytelling
"What a beautiful sunrise and lucky us to see three of turtles. Bener ya.. Laut itu indah banget, tapi lebih indah kalau diselami 💙 📍Gili Trawangan - Lombok, NTB 🇮🇩 #freediving #diving #underwater #underwaterphotography #freedive #ocean #apnea #freediver #sea #gopro #underwaterworld #nature #travel #freedivingphotography #onebreath #photography #freediverlife #uwphotography #fishing #underwaterphoto #marinelife #adventure #DiIndonesiaAja #WonderfulIndonesia #gilitrawangan #explorelombok #deepbluecoast #IndoUnderwater #IndonesiaUnderwater #HumpreYours",personal storytelling
"Water connects all things, life to death, darkness to light. -Tsireya 📷 @agul_bottom 🤿 @freediving_society Sport apparel @waldos.id #freediving #diving #underwater #underwaterphotography #freedive #ocean #apnea #freediver #sea #gopro #underwaterworld #nature #travel #freedivingphotography #onebreath #photography #freediverlife #uwphotography #fishing #underwaterphoto #marinelife #adventure #DiIndonesiaAja #WonderfulIndonesia #gilitrawangan #explorelombok #deepbluecoast #IndoUnderwater #IndonesiaUnderwater #HumpreYours",product-focused
☀️,no meaningful message
Disconnect to reconnect with what truly matters 🍃 #HumpreYours #LifeOffline #GunungKuta #TrekkingVibes #NatureHeals #DisconnectToReconnect #ExploreIndonesia #HikingLife #MountainEscape #AdventureModeOn,personal storytelling
"🚣‍♂️ Masih di Jakarta, tapi rasanya kayak lagi eksplor hutan Amazon! ⁠ Main ke TWA Mangrove Angke Kapuk, kamu bisa kayaking sambil nyusurin jalur air di tengah hutan mangrove yang rimbun dan tenang. ⁠ Di sini kita bisa ketemu burung kuntul, bahkan biawak sama ular air—sambil seru-seruan, kita juga belajar tentang pentingnya ekosistem mangrove buat bumi 🌱🌊 ⁠ Weekend escape yang nggak jauh, tapi ngasih pengalaman yang dalam. #HumpreYours ⁠ Thanks to @exploraseatravel Kak @mamanggala udah ajak main kesini 🍃 #TWAMangroveAngkeKapuk #MangroveJakarta #KayakingJakarta #WisataAlamJakarta #ExploreJakarta #HiddenGemsJakarta #EcoAdventure #WisataMangrove #SustainableTravel #KelanaKota #NatureEscape #ForestyVibes #WeekendJakarta #UrbanNature",personal storytelling
para pengabdi mekuncrit 🫶 #hungryforskincare #pengabdiestetik,no meaningful message
"DM gue kalo mau tau cara beli rice serum FFY versi JUMBO 😌 Biar sekalian elunya yang masuk ke dalem botol serum, pake serum sebadan 😙 @finallyfoundyou.id #finallyfoundyou",call-to-action
"Coba kasih tau gue, mana di antara 4 cleansing oil ini yang udah pernah lu cobain atau lagi penasaran mau cobain??? Kalo belom pernah coba semuanya, keterlaluan 😤",engagement-inviting
"Kulit kusem, minyakkan, tapi dompet pas2an??? Jangan sedih 🙅🏻 3 produk ini bisa bikin kulit lu lebih sehat tanpa bikin kantong bolong 🤭",engagement-inviting
"BEELOVED afternoon tea sesh with @guerlain in collaboration with @stregisjakarta 🐝 I can’t recall the last time I tried an oil serum that feels as light as water, yet leaves this luxurious slip reminiscent of oil, that is the Abeile Royale youth watery oil serum ✨ I’m in awe 🥹🫶",product-focused
"Tulisan untuk @lastlovemii @nicetrymii @mitwooooooo & the next penerusnya Media sosial sering dianggap ruang bebas, tapi banyak yang lupa kalau kebebasan itu ada batasannya. Komentar di akun orang lain itu sama aja kayak masuk ke rumah mereka. Lo gak bisa asal nyelonong tanpa “ketok pintu” atau bilang “permisi”. Apalagi kalau yang lo sampein adalah komentar negatif yang sering kali lebih tajam dari kenyataan. Yang lebih ironis, orang yang paling sering ngehina biasanya gak pernah “ngaca diri”. Begitu dikritik balik, malah marah-marah, nyerang, atau buru-buru kunci akun. Bukannya kalau lo berani ngasih komentar, lo juga harus siap nerima balasan? Sebenernya, daripada lo buang energi buat nyinyir dan ngehina orang, kenapa gak fokus buat perbaiki diri sendiri? Rawat diri, olahraga, baca buku, atau lakuin sesuatu yang bikin lo lebih berkembang. Lo bakal kaget seberapa banyak hal positif yang bisa lo dapetin kalau lo berhenti sibuk ngurusin hidup orang lain. Pikiran lo bakal lebih terbuka, dan lo gak bakal gampang terjebak mentality iri atau dengki. Karena sering kali, komentar negatif itu lahir dari rasa kurang puas sama hidup sendiri, bukan karena kesalahan orang lain. Daripada sibuk ngejatuhin orang lain, kenapa gak pake energi itu buat bangun kebiasaan baik yang bisa bawa lo lebih jauh? Fokus ke diri sendiri itu bukan cuma bikin lo lebih bahagia, tapi juga bikin hidup lo lebih berarti. Ini bukan soal baper. Orang-orang seperti lo wajib disadarkan, karena perilaku kalian itu bakal ngasih efek buruk, bukan cuma buat yang lo hina, tapi juga buat lingkungan sosial media secara keseluruhan. Sosial media harusnya jadi tempat buat belajar, berbagi, dan berkembang, bukan ladang buat saling menjatuhkan. Kalau gak ada yang ngingetin, budaya toxic ini bakal terus dianggap normal. #tulisIman #imanpulungan #proudlybataknese #batakpride✨ #segasemigadun #segasehatgagah",personal storytelling
"Setiap kali gw mau join alat di gym, selalu aja ada aja tipe orang yang langsung ngelototin duluan, kayak gw baru aja nyuri tempat duduknya. Padahal ini bukan private gym, ini tempat umum. Fasilitas bersama. Alatnya terbatas, member-nya banyak. Jadi wajar dong kalau sharing. Tapi tetep aja, masih ada orang yang bersikap kayak alat itu warisan nenek moyangnya. Begitu gw minta join, yang sebenernya hak semua member, ekspresi langsung berubah: jutek, marah, terus keluar jurus, “Gw masih pake, masih banyak set.” Ya terus kenapa? Lu kan juga ada waktu istirahat antar set. Nah, waktu lu rehat itu, gw bisa pake. Saling gantian itu hal paling dasar dalam etika nge-gym. Kalau semua orang egois, ya rusak sistemnya. Ini bukan tempat lu sendiri, ini ruang publik. Jadi kalau lu belum siap buat berbagi alat, kayaknya sih lu juga belum siap buat ada di gym. Atau mungkin lebih cocok sewa gym pribadi aja. Ingat: alat di gym itu bukan punya lu doang.",personal storytelling
"Hadirnya sebagian WNI di luar negeri yang alih-alih membawa citra positif bangsa, justru memperburuk persepsi publik negara setempat terhadap kita semua. Bukan karena mereka tak mampu secara finansial, tapi karena mereka tak siap secara mental dan sosial. Kelakuan yang tidak menghormati norma dan ketertiban publik, entah itu berteriak di ruang umum, berperilaku norak, atau merasa diri “berhak” mengekspresikan nasionalisme secara tidak pada tempatnya, adalah bentuk rendahnya kesadaran diri sebagai tamu di negara orang. Problemnya bukan pada aksi sesaat. Tapi pada kecacatan mental kolektif yang tidak membedakan antara ruang pribadi dan ruang publik, antara ekspresi diri dan gangguan sosial. Yang lebih mengganggu: ketika kritik dilontarkan, justru dibalas dengan pembelaan yang penuh emosi, seolah merasa kebebasan berekspresi adalah lisensi untuk mengabaikan tata krama. Pertanyaannya: mengapa kita begitu mudah keluar negeri, tapi gagal membawa standar perilaku minimum sebagai warga global? Apakah sudah waktunya kita mempertimbangkan bahwa syarat menjadi representatif di luar negeri tidak cukup hanya dengan paspor dan dana, tapi juga dengan etika, kontrol diri, dan kemampuan untuk membaca konteks budaya? Ini bukan soal membatasi orang pergi ke luar negeri. Tapi soal tanggung jawab. Karena perilaku individu di luar negeri akan selalu menjadi wajah kolektif bangsa. #tulisIman",personal storytelling
"Serum lo beneran ada vitamin C-nya atau cuma klaim manis doang? Buktiin aja sendiri di rumah dengan eksperimen sederhana. Gini caranya: 1. Siapin serum vitamin C yang lo mau tes 2. Siapin air putih secukupnya di wadah bening 3. Tetesin cairan iodine ke dalam air sampai warnanya oranye kecokelatan 4. Lalu tetesin serum vitamin C ke larutan tersebut 5. Aduk perlahan… dan perhatiin baik-baik Kalau larutannya berubah jadi bening, itu tanda ada vitamin C aktif di dalam serum lo. Soalnya vitamin C (ascorbic acid) itu antioksidan kuat, bisa “netralin” warna gelap dari iodine. Ini gw ngetes pakai @kiehlsid Kiehl’s Clearly Corrective Dark Spot Solution, serum activated vitamin C yang memang udah terkenal dengan kandungan vitamin C aktifnya dan bener aja, larutannya langsung bening! Catatan aja ya, ini bukan uji lab yang super detail, tapi lumayan bgt buat tahu apakah produk yang kita pakai itu bener-bener ngasih kandungan aktif atau cuma modal branding doang 😅 Bisa dicoba sendiri di rumah, seru dan bikin kita makin peka sama klaim skincare.",call-to-action
"Makan itu pilihan. Tapi hasilnya nggak bisa dipilih seenaknya.” 📌 Clean eating mode ON Kulit bening, badan enteng, energi stabil. Makan sayur, protein cukup, gula & gorengan dibatasi. 📌 Makan bebas tanpa rem Jerawat muncul, badan bloated, nambah berat tanpa sadar. Minum manis tiap hari, junk food jadi camilan. Nggak harus makan rebus terus, tapi kalau tiap hari junk food terus… jangan kaget kalau badan protes.",personal storytelling
Do good even if not perfect.✨ Whatever the challenge be yourself. 🤍 #dontjudge #dontmanipulate,personal storytelling
@stellarissa for @dewimag @jfwofficial 2023🖤 Choreographed by mas @panca_m #jfw #runway #catwalk,no meaningful message
"Hey everyone! I’m back! 👋👋 Thank you sooo much ya buat support yang udah kalian kasih untuk aku. Muchas gracias buat supportive comments and DMs yang kalian kirim buat aku selama ini. I’m so sorry belum bisa ngasih performa terbaik di episode kali ini.. 🥺 But I am sooo happy being part of Indonesia’s Next Top Model Cycle 2. Aku sangat bersyukur untuk semua ilmu dan pengalaman yang aku pelajari selama masa karantina. From bottom two, and finally got FCO was like roller coaster for me! I was super nervous at the first episode, tapi alhamdulillah aku bisa terus fokus dengan tujuan dan diriku sendiri sampai diposisi sekarang. Yeay!! My support system Mamah Papah Makasih selalu menguatkan dan mempercayai aku. Love you 💕 Thank you mentors Kak @lunamaya kak @ganegani Kak @panca_m and also kak @ivan_gunawan untuk semua masukan dan arahan yang pasti bermanfaat banget buat aku kedepannya. 🤗🤗Thank you  team @intm_nettv , juga team make up, wardrobe dll sudah memberikan yg terbaik untuk penampilan aku lebih stand out. 🥰🥰 And i would like to say thank you banget banget buat yg bikin @nitaoktarrcetar @nita.intm @teamnita_intmc2 hahahaha kalian baik banget Love!❤ Thank youuu. To my beloved girls @odddyy20 @faradinamaliaa @helenhiuu @sarahtumiwa @alfirdalifia @evannywityo @peacejemima @tiffany_jolie semangaaat! Kasih yg terbaik yaaa, see you guys on top!! Fashion stylist @nikomridwan Photographer @abimanyu_arif And team @ratna_ind",personal storytelling
@superstarweddingexhibition at Sudirman Grand Ballroom 28-29 June 2025 ✨ Makeup @rizkiiicanmua X @ayungberinda Attire @ayungberinda #weddingdress #makeup #exhibition,no meaningful message
@thesecretworldofran for @indonesiafashionweekofficial ✨ @jimmodels #runway #fashion #model #catwalk #indonesiafashionweek,no meaningful message
Tungguin eksklusif interview di @tonightshow_net ✨ Happy banget bisa ketemu langsung sama @nanon_korapat yang super multitalented🥹 kalau da senyum tuh🫠🫠 gemes😌😌 duhhh bahaya nih ka @bellakanigara setiap interview nambah bias mulu yang ada🤣🤣 #nanon_korapat #nanon1stsolofanconjkt,personal storytelling
"\Pain is never permanent, but tonight is killing me.\You know it won't gonna last forever. It's okay to feel that pain in that moment✨ Senang banget dapat kesempatan interview bareng member Neck Deep. They are so friendly btw terutama Ben vocalistnya 🥹 Berkat kesempatan ini aku jdi dengar lagu dari mereka. Ternyata ga yang serock dari keliatannya dan bagus2 lagunya.. #tonightshow #neckdeep",personal storytelling
"First time!!🥹Thankyou @tonightshow_net da kasih kesempatan interview boyband korea @trendz_offcl ✨ One of my wishlist come true🥺🫶🏼✨ pas tahun 2016 pernah nulis resolusi 5 tahun kedepan bisa ada di posisi ini🥹 and now I have that chance🥹🙏🏼✨ awalnya sempat ragu apa aku bisa ga ya🥺 tapi aku pikirnya why not yg penting pelajarin dan berikan yang terbaik💪🏼 Hopefully Friendz bisa happy juga ya dengan adanya interview ini🫰🏻 All the members are so friendly btw🥹 Bangun subuh demi hafal portfolio Trendz jadinya nambah bias deh akunya😅 Bias aku ada di slide 8🙈 Pas awal2 sampai tangan ku geter sangking ga nyangka aja gt🥲 tapi berusaha ttap cool pdhal jantungnya da dugun dugun🥲 sampai pas dibagi album kedapetan yg kasih ke aku tuh si Eunil dong🫠 wahhh sampai ngomong aja ga bener🥲 sblum aku ambil video aku izin dulu kan ke member.. masak aku bilang \I take the video gpp?\"" 😂😂 Fany fany kalau kaget jangan sampai gt juga ga si😌 But yeah over all ini pengalaman yg tak terlupakan🫰🏻 Dari fto keliatan kan ya seberapa bahagianya diriku ini😌 Ditunggu video btsnya yaa~ 수고했어 @trendz_offcl 만나서 반가워요~~ #trendz #kpop #트렌드지""",personal storytelling
"Ga pernah segitunya untuk war tiket🥲 Kemaren pas tau jadwal war ticket, langsung kagett gett get kok bisa pas banget jadwal war tiket fansmeet bogum n konser NCT berbarengan di hari yang sama. Dilema banget kalau suruh pilih yang mana. Bogum tuh di tahta pertama idola TiffanyZ. Sedangkan NCT yang selalu memotivasi dri dlu pas pandemi. Masing-masing tuh penting. Jadilah deg2annya tuh double hari ini😭 Tapi hari ini tuh diajarin untuk selalu bersyukur dengan apa yang sudah kita dapatkan. Ya namanya manusia selalu ga puas apalagi ga sesuai dengan plan kita diawal. Rasanya tuh kecewa campur aduk tapi semua itu ada hikmahnya ges. Semua akan indah kalau memang itu rejekimu y rejekimu🙌🏼 Sekian. #fangirlingmode #parkbogum #tds4 #nctdream",personal storytelling
