comment,predicted_label,confidence
🔥🔥 kereeen bgtt kaaa🙌,supportive sentiment,0.7034
@mandiesoengkono congrats ya cimennn!!! Selamat atas hasil kerja keras dan dedikasi nya selama ini! Very well deserved. 🥳,supportive sentiment,0.6803
"Amazing champ, and true coach pushing boundaries. You guys are a dream team and that includes all the people supporting at all levels this incredible achievement.",supportive sentiment,0.6523
Very very well done! 👏👏👏,supportive sentiment,0.7208
Congratz buat Mandieee….Luar biasa Kasih Tuhan sungguh dahsyat….Hebatttt Sentul ikut banggaaaa 🙏🏿🙏🏿😘😘👏👏,supportive sentiment,0.9475
"Keren kak mandie, kesaksian yang luar biasa! 🔥",supportive sentiment,0.4963
"Congratulations cici @mandiesoengkono , mantap betul lah abang @johnrchristopher 🔥🔥🔥",supportive sentiment,0.7531
Congratz John & Mandie ! What a team 🔥🔥 !! God bless you !!!,supportive sentiment,0.7913
Congrats @mandiesoengkono 👏👏👏,supportive sentiment,0.8435
keren banget ci Mandie!!! 🔥 @mandiesoengkono,supportive sentiment,0.6716
Cheers to another goal achieved 🤗,supportive sentiment,0.9696
🔥🔥🙌,passive engagement,0.3596
Amazing bro! Proud! 🔥🔥,supportive sentiment,0.9174
"Puji syukur, terima kasih teman2 semua 🙏🙏 @johnrchristopher aku hampa tanpa mu 🤣",social virality,0.8012
Selamat sis @mandiesoengkono,supportive sentiment,0.897
Selamaaaaatttt ci mandiiee!!!!!🔥🔥🔥🔥🔥🔥🔥🔥,supportive sentiment,0.8524
"Dan juga terima kasih kepada geng sentul, Om @ridwantosoengkono dan @marcellinagunawan beserta brother and sister @diandrasoengkono @nathaniasoengkono @tondyestomihi Tuhan memberkati selalu 🙏",supportive sentiment,0.7911
CONGRATSSS AND THANK YOUUU 🔥🔥🔥,supportive sentiment,0.8759
Congrattttsss 🔥🔥🔥,supportive sentiment,0.9312
Bangga dan senang bisa membantu brother & sista dengan setulus hati ☺️. Siaapkan kuliner enak di bali nanti 😋.,supportive sentiment,0.8993
John & Mandie you guys my parts^^ I am so proud of you guys 👏👏👏 I will visit Indonesia soon^^ then you can do something 😍😍,supportive sentiment,0.8525
Cool team 🙌❤️,supportive sentiment,0.8263
Sambil gemeter + merinding gak nih ngetiknya bang? @johnrchristopher,relatable engagement,0.7221
"Halleluya selamat bang, sampai ketemu JCC surabaya bang 🔥🔥",supportive sentiment,0.8918
Congratttssss broooo and @mandiesoengkono awesome,supportive sentiment,0.9089
🇮🇩☕,supportive sentiment,0.5465
There is no word but proud! Congratulations 🇮🇩🇮🇩,supportive sentiment,0.8276
Congrats dear Mandie.... Ikut bangga 😍,supportive sentiment,0.8518
"Papi John pasti bangga sekali congratz ,bukan kopinya aja yg harum ,tapi telah mengharumkan bangsa dan negara Indonesia 💪💪💪",supportive sentiment,0.7347
Terbaiksss!!! 🔥🔥🔥,supportive sentiment,0.8796
super proud! 👏😍❤️,supportive sentiment,0.9027
🙌❤️,passive engagement,0.8374
Cewek Patrik 🤣 @fredericasynto,relatable engagement,0.3837
"Salut ngap, thanks sudh membawa indonesia terus membaik di mataa dunia perkopian🔥",supportive sentiment,0.8284
Price,passive engagement,0.4347
Congratulations John! Hardwork paid off!,supportive sentiment,0.5616
Parabéns 🙌,spam or irrelevant,0.8758
💥🤙🏻,passive engagement,0.5693
Kereen john!👏 huge congrats,supportive sentiment,0.7929
🔥🔥🔥🔥 Congratz John.... Proud of u,supportive sentiment,0.8893
congrats!! 👏,supportive sentiment,0.8767
"Congrats bang John, bangga🔥",supportive sentiment,0.9436
"Congrats buddy, well deserved and so glad to have stopped me chatted to you @shortstopmelbourne 🙌",supportive sentiment,0.6922
Hardwork plus goodwill equal dream comes true,supportive sentiment,0.5492
Congrats! 👏,supportive sentiment,0.9123
👏👏👏👏👏,passive engagement,0.6403
Congratulation 🙌🙌🙌,supportive sentiment,0.9236
Gokil @johnrchristopher,passive engagement,0.5621
Amiin👏👏👏,passive engagement,0.8475
🖤🖤🖤🖤,passive engagement,0.6206
🔥🔥🙌🙌,passive engagement,0.4371
Aamiin,supportive sentiment,0.6694
Aminnn 🙌🏻🙌🏻🙌🏻🔥🔥🔥 terima kasihhh Ko Johnn👏🏻 I am so prouuuddd 🙇🏻‍♀️,supportive sentiment,0.8991
👏🏽🔥👏🏽🔥👏🏽🔥👏🏽🔥,passive engagement,0.396
👏🏼👏🏼👏🏼,passive engagement,0.6937
You WILL get a gold one because you are worth it mate! Keep going!,supportive sentiment,0.5651
Aamiin!🔥🙌,supportive sentiment,0.8014
"Perbedaan paling mencolok dari 3 papper filter ini adalah tekstur ,ketebalan dan flow ratenya: TH1(0.15mm) kasar luar dan halus di dlam dari segi flow rate TH 1 yang paling lambat, TH2(0.2mm) kasar luar dalam dan flow ratenya normal,TH3(0.28mm) halus luar kasar di bagian dalam namun flow rate papper yg ini paling cepat Si ke 3 papper ini juga mengklaim bahwa TH1 dapat menghighlight aroma dan clean cup, TH2 Body & sweetness,dan TH3 balance and complex Tapi apapun dan bagaimanapun pappernya tetapi kalau bukan kopinya dari \Fugol\"" tetap aja seduhannya pasti kureng 💯😂🎉 #FUGOLPRIDE""",relatable engagement,0.303
Beda harga 😂,social virality,0.2492
"Beza setiap paper filter adalah dari segi ketebalan yang mempengaruhi flow rate, body dan flavour & sweetness kopi. TH1 mempunyai ketebalan (0.15 mm), TH2 (0.22 mm), TH3 (0.28 mm). TH1 paling nipis tapi flow rate paling perlahan yang hasilnya akan menjadikan aroma lebih tinggi, kopi lebih clean dan ideal untuk ligh roast umumnya. TH1 bahagian luarnya kasar, bahagian dalamnya halus. TH2 pula menghasilkan body dan sweetness yang lebih balance dengan medium flow rate yang lebih sesuai dengan biji kopi dark roast. TH2 bahagian luar dan dalamnya kasar. Terakhir, TH3 pula paling tebal tetapi mempunyai flow rate yang paling laju dibanding dua lagi filter (TH1 & TH2) hasilnya akan menjadikan kopi lebih balance dari segi flavour dan lebih sesuai ke kopi medium-dark roast. TH3 halus diluar, kasar didalam.",relatable engagement,0.2493
"Biarpun aku lbh sering pake yg abaca atau kadang pake CC-1, pernah juga pake TH-1. Berikut ini Cafec : TH-1 : Gunanya utk light roast dan menghasilkan seduhan kopi yang clean bersih dan aromatik. Deskripsi : ketebalannya 0,15mm dan pori2 kertas yg lbh rapat, jadi flow lebih lambat dan penyaringan lebih clean. Crepe di sisi luar aja, jd mengekstrak lebih banyak aroma. TH-2 : Gunanya utk dark roast dan ningkatin body lbh thick dan rasa manis. Deskripsi : ketebalan 0,22mm, crepe 2 sisi, flow lebih cepat. TH-3 : Gunanya : utk beans special, dan mendapatkan flavor, aroma yang seimbang dan clean. Deskripsi : ketebalan 0,28mm, kepadatan rendah, crepe 2 sisi sehingga flow lbh lancar, merata, dan ekstraksi yg. konsisten.",relatable engagement,0.3045
"perbedaan antara ketiganya , perbedaan di ketebalannya om membedakan di flowratenya juga dan dari segi rasa otomatis berpengaruh dari kopi yg terlarutnya",relatable engagement,0.3041
Ketebalan yang mempengaruhi flow rate. Siap!! 🫡 @fugolcoffeeroasters,relatable engagement,0.7586
@daniell.saputraa,social virality,0.7178
Tjakep @fugolcoffeeroasters,social virality,0.7557
Congratulations,passive engagement,0.8676
❤️👍,passive engagement,0.8152
Kami Indonesia Bangga padamu Bro @ryanwibawa 👏👏👏 once again congratulations for you.,supportive sentiment,0.8974
massive W🔥,passive engagement,0.564
❤❤❤❤,passive engagement,0.8017
🙌🙌😍 Ikut bangga,supportive sentiment,0.6353
Congratulations @ryanwibawa 👏👏🔥🔥🔥🔥,supportive sentiment,0.8819
Congratulations bang🔥🔥,supportive sentiment,0.9105
"@jokowi @prabowo @kemenparekraf.ri Bpk² terhormat, tolong liat nih.. ada anak bangsa yang mengharumkan nama Indonesia 🇮🇩 ❤️",social virality,0.7754
"Halo Ko @ryanwibawa Happy Birthday ya Ko Ryan , makin sukses ya. Mau dong foto bareng next time! Ternyata #taurussquad yak 😂 temannya Ko Irvan @irvncrstnsn",social virality,0.5673
"Congratz @ryanwibawa ,, 🇮🇩🔥",supportive sentiment,0.874
🔥🔥🇮🇩,passive engagement,0.3379
Congrats🔥🔥,supportive sentiment,0.9034
Congratulations 🙌 Ryan,supportive sentiment,0.8998
cσngrαt,supportive sentiment,0.3734
Selamat bang!,supportive sentiment,0.8627
Amazing bro buat nama indo harum 🙌🙌🙌,supportive sentiment,0.7057
Selamat,supportive sentiment,0.7943
Keren.......bangga padamu ...hebat👏👏🔥🔥❤️,supportive sentiment,0.8846
👏🔥,passive engagement,0.3571
Aku bangga padamu Ryan 👏,supportive sentiment,0.9341
@sumedang_banget,spam or irrelevant,0.8008
@inimahsumedang,spam or irrelevant,0.4839
@sumedang.tandang,spam or irrelevant,0.7603
Congrats kak! Semoga dapat menginspirasi lebih banyak pemuda untuk mencapai prestasi internasional 🙌🔥,supportive sentiment,0.865
Congrast 👏,supportive sentiment,0.8897
"Makasih sudah bawa harum nama Indonesia bg, perbanyak podcast untuk generasi gini juga om @mastercorbuzier dan @sumargodenny 🇮🇩🇮🇩🇮🇩",supportive sentiment,0.8417
"Congrats, we are proud of you. 🇮🇩",supportive sentiment,0.9318
Congrats kak @ryanwibawa 😊,supportive sentiment,0.9183
Bhineka Tunggal Ika. Keren banget bro…!!,relatable engagement,0.4853
Menyala Kak🔥☕,supportive sentiment,0.6692
Selamat Bang @ryanwibawa. Saya ikut bangga sebagai orang Indonesia. Sukses dan sehat selalu Bang @ryanwibawa .👏👏👏,supportive sentiment,0.9165
KEREN BANGET 👏,supportive sentiment,0.6068
Top🔥,supportive sentiment,0.3675
Menyala kakanda🔥,supportive sentiment,0.6956
Tetap ilmu kopi ☕☕☕☕,supportive sentiment,0.5471
Lupa like gw sorry2 🔥🔥,relatable engagement,0.5658
"Kak aku mau tanya, yang kakak ini kan brewers cup, kak mikael itu barista cup. Bedanya apa yaaa kak? Aku pengen tau",product-focused response,0.3354
Congratulations on this great achievement,supportive sentiment,0.4295
🤩🤩🤩,passive engagement,0.3873
Congrats 🔥🔥🔥👏👏👏,supportive sentiment,0.9402
Congratulations 🔥,supportive sentiment,0.8628
Terbaik🔥🔥,supportive sentiment,0.4548
"Bang, kamu yg dapet piala ko aku yg seneng ya😂 makasih banyak ya bang udah berbagi kebahagiaan☺️",supportive sentiment,0.8506
👏👏👏👏👏👍👍,passive engagement,0.5892
Congratulations @ryanwibawa . Well done 👏👏👏👏,supportive sentiment,0.9125
👏👏,passive engagement,0.6474
Congratz coco🔥🔥,supportive sentiment,0.8897
Coco keren!!!!! Keren banget. Congrats🙌,supportive sentiment,0.9113
Terima kasih & Selamat Coco @ryanwibawa 🔥👏,supportive sentiment,0.8844
🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩☕️,passive engagement,0.6001
Congrats bang 👏👏,supportive sentiment,0.9175
congratulations!! 🇮🇩❤️,supportive sentiment,0.9211
🇮🇩 bang lu keren bang🔥🔥,supportive sentiment,0.7893
🫡🫡🫡🔥,passive engagement,0.3813
🔥🔥🔥🔥🔥🔥,pas,0.3058
Congrats coco🔥🔥🔥,supportive sentiment,0.9191
Selamat dan terimakasih🔥,supportive sentiment,0.8779
Congratsss 🔥🇮🇩,supportive sentiment,0.8935
Selamat om Coco👏🏽🇮🇩🫡,supportive sentiment,0.8677
Congrats kakk!! 👏👏,supportive sentiment,0.9331
Congratsss 🔥🙌,supportive sentiment,0.9323
Masya allah bisa membawa nama indonesia di peringkat 3 di dunia🔥🔥🔥,supportive sentiment,0.8737
Selamat ko.. Proud! 🔥🇲🇨,supportive sentiment,0.9073
"congrats ko, bangga walaupun saya ga suka kopi🔥🔥👏👏",supportive sentiment,0.802
Congrats bro 🙌🙌 @ryanwibawa,supportive sentiment,0.9492
Menyalaa🔥🔥🔥,supportive sentiment,0.7968
setiap kemenangan layak untuk di rayakan🙌🔥,supportive sentiment,0.7346
Perang sareng bang,relatable engagement,0.5627
Congrats co,supportive sentiment,0.9261
Menyala coo🔥,supportive sentiment,0.662
"Selamat ya mas, sudah mengharumkan nama Indonesia, dan memperkenalkan kopi lokal Indonesia.",supportive sentiment,0.534
🎊🎊🎊💥💥💥,supportive sentiment,0.7294
"Gacorrr, congratulations mas @ryanwibawa semoga bisa membawa kopi Indonesia di kenal lagi di taraf internasional 🔥🔥",supportive sentiment,0.7813
Proud 🙌,supportive sentiment,0.9108
Banggaaa🔥🔥,supportive sentiment,0.8572
Kerennnn 🔥🔥🔥,supportive sentiment,0.6478
Banga🙌,supportive sentiment,0.8691
Kereeeeen 🔥🔥🔥,supportive sentiment,0.7406
Congratulation 👏👏👏,supportive sentiment,0.9341
selamat mas ryan 🇮🇩,supportive sentiment,0.8694
kerenn🙌,supportive sentiment,0.833
Ciamik bangga total 🙌 uncle approve!,supportive sentiment,0.8618
You got ne teary eyed during your time bro! @ryanwibawa,relatable engagement,0.6416
Menyala abangku 🔥🔥🔥,supportive sentiment,0.6868
Amazing job and inspiring,supportive sentiment,0.6814
Mantafff 🔥🔥🔥,supportive sentiment,0.9357
congrast caps🙌,supportive sentiment,0.8294
Menyala bang 🔥🔥,supportive sentiment,0.7781
🏆🏆🏆,passive engagement,0.3584
Luar biasa… congrats again,supportive sentiment,0.7855
Keren!,supportive sentiment,0.8257
Congrats 👏👏🔥,supportive sentiment,0.923
🔥🙌❤️,passive engagement,0.8707
Menyalaaa,supportive sentiment,0.8377
Real champ deserve 🏆🏆🏆🇮🇩🇮🇩🇮🇩🔥🔥🔥,supportive sentiment,0.4269
🔥🔥🔥🔥👏👏👏👏👏,passive engagement,0.4639
